Date,Number,Akrotiri_Prec,Larnaka_Prec,Paphos_Prec,Akrotiri_RH,Larnaka_RH,Paphos_RH,Akrotiri_Temp,Larnaka_Temp,Paphos_Temp,Akrotiri_WS,Larnaka_WS,Paphos_WS
20070527,0,0.1,0.1,0.1,40.1,47.1,68.1,26.0,26.6,24.7,22.324,22.324,26.028
20070528,0,0.1,0.1,0.1,59.1,55.1,71.1,23.6,26.2,24.2,16.768,29.732,18.62
20070529,0,0.1,0.2,0.2,53.1,65.1,70.1,26.3,26.1,25.5,16.768,16.768,31.584
20070530,0,0.1,0.1,0.1,43.1,53.1,63.1,30.2,29.0,27.7,13.064,18.62,35.288
20070531,0,0.1,0.1,0.1,55.1,45.1,57.1,22.9,27.8,24.8,33.436,31.584,29.732
20070601,0,0.1,0.1,0.1,49.1,50.1,56.1,23.4,25.5,25.4,27.88,24.176,18.62
20070602,0,0.1,0.1,0.1,54.1,46.1,58.1,24.2,25.9,24.1,14.916,18.62,14.916
20070603,1,0.1,0.1,0.1,53.1,55.1,65.1,24.6,26.7,25.8,26.028,24.176,18.62
20070604,1,0.1,0.1,0.1,44.1,46.1,71.1,26.2,29.1,25.8,26.028,18.62,26.028
20070605,0,0.1,0.1,0.1,40.1,57.1,59.1,26.7,28.0,26.5,24.176,20.472,29.732
20070606,0,0.1,0.1,0.1,37.1,37.1,66.1,28.4,31.2,26.0,22.324,29.732,18.62
20070607,0,0.1,0.1,0.1,60.1,62.1,72.1,24.6,25.2,24.2,35.288,44.548,18.62
20070608,0,0.1,0.2,0.1,68.1,61.1,72.1,24.4,26.3,25.1,20.472,37.14,20.472
20070609,1,0.1,0.1,0.1,63.1,60.1,66.1,25.0,26.5,26.0,18.62,31.584,9.36
20070610,0,0.5,0.3,0.1,68.1,70.1,44.1,25.4,26.0,30.5,27.88,18.62,31.584
20070611,0,0.1,0.1,0.1,71.1,58.1,67.1,24.6,28.3,26.9,42.696,35.288,24.176
20070612,1,0.1,0.1,0.1,64.1,60.1,67.1,25.0,26.7,25.9,13.064,27.88,14.916
20070613,0,0.1,0.1,0.1,59.1,65.1,69.1,25.9,27.4,26.2,9.36,20.472,14.916
20070614,0,0.1,0.1,0.1,60.1,38.1,68.1,25.2,30.2,26.3,20.472,29.732,16.768
20070615,0,0.1,0.1,0.1,60.1,51.1,74.1,26.7,29.9,27.6,27.88,35.288,22.324
20070616,0,0.1,0.1,0.1,63.1,53.1,76.1,26.0,29.9,25.7,29.732,29.732,18.62
20070617,0,0.1,0.1,0.1,66.1,62.1,72.1,25.5,27.8,26.8,13.064,31.584,11.212
20070618,0,0.1,0.1,0.1,66.1,65.1,76.1,26.0,28.4,27.3,16.768,22.324,9.36
20070619,0,0.1,0.1,0.1,73.1,67.1,78.1,26.0,29.3,28.3,20.472,26.028,13.064
20070620,2,0.1,0.2,0.1,33.1,68.1,79.1,31.5,29.2,28.6,11.212,18.62,9.36
20070621,0,0.1,0.1,0.1,36.1,36.1,68.1,31.9,32.1,29.6,7.508,22.324,9.36
20070622,3,0.1,0.1,0.1,30.1,46.1,42.1,31.4,31.1,31.4,20.472,18.62,9.36
20070623,0,0.1,0.1,0.1,22.1,29.1,68.1,32.9,34.9,31.6,11.212,26.028,11.212
20070624,1,0.1,0.1,0.1,28.1,26.1,49.1,34.9,36.0,32.8,11.212,24.176,18.62
20070625,0,0.1,0.1,0.1,42.1,36.1,43.1,33.5,36.2,35.3,9.36,16.768,9.36
20070626,2,0.1,0.1,0.1,27.1,32.1,62.1,34.8,34.9,32.2,9.36,20.472,11.212
20070627,3,0.1,0.1,0.1,61.1,30.1,64.1,32.2,35.1,32.7,5.656,13.064,24.176
20070628,1,0.1,0.2,0.1,43.1,51.1,46.1,34.1,34.1,34.3,5.656,20.472,5.656
20070629,2,0.1,0.2,0.1,50.1,47.1,72.1,33.6,35.1,31.2,14.916,18.62,29.732
20070630,1,0.1,0.1,0.1,67.1,66.1,68.1,29.0,30.5,31.3,11.212,13.064,16.768
20070701,2,0.1,0.1,0.1,72.1,63.1,73.1,28.8,31.1,29.3,16.768,26.028,9.36
20070702,0,0.1,0.1,0.1,67.1,65.1,66.1,29.5,31.7,30.7,20.472,33.436,13.064
20070703,0,0.1,0.1,0.1,74.1,40.1,69.1,29.0,33.3,31.1,16.768,24.176,18.62
20070704,2,0.1,0.1,0.1,51.1,42.1,66.1,30.1,34.1,30.6,31.584,24.176,20.472
20070705,1,0.1,0.1,0.1,56.1,51.1,63.1,27.1,30.5,29.0,13.064,35.288,11.212
20070706,0,0.1,0.1,0.1,66.1,62.1,70.1,28.9,30.9,30.1,20.472,35.288,22.324
20070707,1,0.1,0.1,0.1,65.1,59.1,69.1,27.6,30.1,29.3,13.064,35.288,13.064
20070708,0,0.1,0.1,0.1,47.1,46.1,70.1,30.9,33.2,31.3,11.212,16.768,13.064
20070709,1,0.1,0.1,0.1,36.1,27.1,72.1,33.4,35.3,31.9,14.916,22.324,9.36
20070710,3,0.1,0.4,0.1,58.1,42.1,76.1,30.9,34.2,31.2,20.472,22.324,16.768
20070711,0,0.1,0.1,0.1,66.1,59.1,73.1,30.0,32.5,29.9,24.176,29.732,16.768
20070712,3,0.1,0.3,0.1,61.1,53.1,70.1,29.2,31.8,29.7,26.028,31.584,22.324
20070713,1,0.1,0.1,0.1,64.1,49.1,69.1,27.4,32.1,28.3,27.88,35.288,18.62
20070714,0,0.1,0.1,0.1,62.1,50.1,62.1,28.0,31.0,29.7,16.768,33.436,14.916
20070715,0,0.1,0.1,0.1,75.1,49.1,73.1,28.2,33.0,30.9,16.768,24.176,14.916
20070716,4,0.1,0.1,0.1,46.1,14.1,58.1,31.1,36.6,31.4,14.916,27.88,29.732
20070717,2,0.1,0.1,0.1,52.1,45.1,56.1,30.2,31.6,31.4,13.064,18.62,14.916
20070718,0,0.1,0.1,0.1,42.1,41.1,50.1,31.8,32.7,32.3,7.508,18.62,9.36
20070719,1,0.1,0.1,0.1,48.1,42.1,54.1,31.6,33.1,32.1,9.36,20.472,14.916
20070720,0,0.1,0.1,0.1,73.1,53.1,73.1,29.4,33.0,31.2,11.212,20.472,9.36
20070721,2,0.1,0.1,0.1,49.1,47.1,71.1,31.5,34.2,30.6,27.88,24.176,18.62
20070722,1,0.1,0.1,0.1,71.1,64.1,72.1,28.7,32.2,30.6,22.324,37.14,16.768
20070723,1,0.1,0.1,0.1,67.1,63.1,72.1,29.9,32.2,31.1,9.36,18.62,11.212
20070724,1,0.1,0.2,0.1,68.1,72.1,77.1,30.9,31.3,31.5,9.36,18.62,11.212
20070725,0,0.1,0.2,0.3,66.1,61.1,75.1,31.0,33.4,31.4,13.064,20.472,9.36
20070726,0,0.1,0.3,0.1,56.1,44.1,75.1,32.1,34.6,32.1,13.064,26.028,9.36
20070727,0,0.1,0.2,0.1,42.1,52.1,71.1,33.2,34.5,32.1,16.768,20.472,14.916
20070728,0,0.1,0.1,0.1,56.1,27.1,74.1,32.8,38.4,32.9,18.62,13.064,26.028
20070729,0,0.1,0.1,0.1,66.1,45.1,76.1,32.8,35.1,32.6,18.62,18.62,27.88
20070730,0,0.1,0.1,0.1,71.1,74.1,82.1,32.0,33.0,32.1,14.916,18.62,13.064
20070731,1,0.1,0.1,0.1,69.1,67.1,76.1,31.9,33.7,32.8,13.064,18.62,11.212
20070801,1,0.1,0.1,0.1,69.1,62.1,70.1,30.2,33.9,32.1,26.028,29.732,22.324
20070802,0,0.1,0.1,0.1,65.1,61.1,67.1,29.9,32.4,31.3,24.176,37.14,13.064
20070803,0,0.1,0.1,0.1,66.1,62.1,70.1,30.7,33.2,32.1,24.176,29.732,22.324
20070804,0,0.1,0.1,0.1,67.1,54.1,72.1,29.9,33.7,30.5,22.324,31.584,16.768
20070805,0,0.1,0.1,0.1,62.1,59.1,65.1,29.1,31.5,30.6,22.324,40.844,16.768
20070806,2,0.1,0.1,0.1,56.1,56.1,60.1,29.0,31.0,30.6,24.176,38.992,20.472
20070807,0,0.1,0.1,0.1,54.1,47.1,57.1,28.1,31.6,29.5,31.584,40.844,18.62
20070808,0,0.1,0.1,0.1,58.1,55.1,66.1,28.6,30.3,28.8,29.732,38.992,20.472
20070809,0,0.1,0.1,0.1,58.1,55.1,65.1,29.0,31.2,30.2,20.472,33.436,18.62
20070810,0,0.1,0.1,0.1,59.1,62.1,69.1,30.6,31.7,31.4,24.176,31.584,16.768
20070811,1,0.1,0.1,0.1,48.1,48.1,71.1,30.7,33.6,31.5,14.916,20.472,18.62
20070812,0,0.1,0.1,0.1,65.1,43.1,69.1,28.0,32.3,30.1,24.176,33.436,18.62
20070813,0,0.1,0.1,0.1,63.1,54.1,67.1,28.2,31.9,30.3,24.176,31.584,18.62
20070814,0,0.1,0.1,0.1,62.1,58.1,67.1,28.5,31.0,29.7,20.472,33.436,13.064
20070815,0,0.1,0.1,0.1,63.1,61.1,71.1,28.8,31.3,29.8,16.768,29.732,11.212
20070816,0,0.1,0.1,0.1,61.1,58.1,68.1,29.2,31.7,30.2,14.916,27.88,13.064
20070817,0,0.1,0.1,0.1,67.1,60.1,73.1,29.3,32.0,31.2,22.324,31.584,20.472
20070818,0,0.1,0.1,0.1,68.1,64.1,75.1,30.8,32.3,31.0,11.212,22.324,14.916
20070819,2,0.1,0.1,0.1,71.1,60.1,71.1,29.4,32.2,31.1,26.028,31.584,22.324
20070820,0,0.1,0.1,0.1,64.1,61.1,67.1,29.4,31.2,30.1,18.62,35.288,13.064
20070821,0,0.1,0.1,0.1,65.1,46.1,71.1,29.8,32.2,29.7,16.768,20.472,16.768
20070822,0,0.1,0.1,0.1,68.1,52.1,75.1,29.8,32.8,30.1,18.62,18.62,18.62
20070823,0,0.1,0.1,0.1,58.1,59.1,70.1,32.4,33.3,31.7,5.656,20.472,5.656
20070824,1,0.1,0.1,0.1,52.1,26.1,40.1,32.6,36.9,35.8,9.36,16.768,11.212
20070825,3,0.1,0.2,0.1,60.1,53.1,72.1,31.7,33.6,32.1,3.804,13.064,22.324
20070826,1,0.1,0.1,0.1,62.1,52.1,75.1,30.9,32.8,31.6,16.768,29.732,13.064
20070827,0,0.1,0.1,0.1,63.1,39.1,74.1,30.0,35.7,32.0,20.472,27.88,22.324
20070828,0,0.1,0.1,0.1,68.1,63.1,71.1,29.9,32.5,31.2,16.768,27.88,11.212
20070829,0,0.1,0.1,0.1,70.1,65.1,70.1,30.4,32.1,31.6,11.212,18.62,20.472
20070830,0,0.1,0.1,0.1,67.1,42.1,69.1,29.8,34.5,31.2,24.176,18.62,22.324
20070831,1,0.1,0.1,0.1,58.1,46.1,76.1,32.1,34.1,31.6,13.064,18.62,13.064
20070901,0,0.1,0.1,0.1,66.1,60.1,77.1,31.7,33.2,31.6,7.508,16.768,7.508
20070902,2,0.1,0.1,0.1,73.1,64.1,77.1,30.7,32.9,31.9,14.916,22.324,14.916
20070903,0,0.1,0.1,0.1,65.1,64.1,75.1,31.5,33.0,32.2,13.064,22.324,18.62
20070904,2,0.1,0.1,0.1,66.1,61.1,67.1,29.6,32.8,31.1,24.176,26.028,18.62
20070905,1,0.1,0.1,0.1,55.1,53.1,62.1,30.0,32.4,31.7,24.176,18.62,24.176
20070906,0,0.1,0.1,0.1,60.1,53.1,64.1,30.1,32.6,31.2,35.288,27.88,33.436
20070907,1,0.1,0.1,0.1,67.1,43.1,72.1,29.4,35.0,29.8,40.844,16.768,26.028
20070908,3,0.1,0.1,0.1,52.1,46.1,63.1,27.2,32.0,28.3,35.288,40.844,24.176
20070909,0,0.1,0.1,0.1,44.1,41.1,56.1,26.0,30.0,27.2,29.732,42.696,22.324
20070910,0,0.1,0.1,0.1,48.1,41.1,55.1,26.1,29.1,28.1,13.064,18.62,13.064
20070911,0,0.1,0.1,0.1,46.1,47.1,60.1,26.9,29.9,29.0,22.324,27.88,26.028
20070912,2,0.1,0.1,0.1,48.1,47.1,49.1,26.5,29.9,28.9,18.62,22.324,16.768
20070913,0,0.1,0.1,0.1,46.1,46.1,60.1,27.1,29.4,29.1,16.768,26.028,20.472
20070914,1,0.1,0.1,0.1,48.1,40.1,69.1,28.9,32.3,29.2,9.36,20.472,11.212
20070915,0,0.1,0.1,0.1,34.1,24.1,63.1,30.2,33.6,29.7,16.768,26.028,24.176
20070916,0,0.1,0.1,0.1,62.1,41.1,66.1,27.5,31.7,27.8,22.324,20.472,14.916
20070917,0,0.1,0.1,0.1,57.1,45.1,62.1,29.7,32.4,30.1,7.508,16.768,13.064
20070918,1,0.1,0.1,0.1,25.1,48.1,65.1,31.2,32.0,30.2,14.916,18.62,18.62
20070919,0,0.1,0.1,0.1,52.1,33.1,65.1,28.3,33.3,29.5,22.324,24.176,18.62
20070920,1,0.1,0.1,0.1,51.1,33.1,62.1,27.0,30.6,28.3,16.768,24.176,11.212
20070921,0,0.1,0.1,0.1,52.1,50.1,60.1,26.7,29.2,27.7,14.916,24.176,11.212
20070922,0,0.1,0.1,0.1,54.1,54.1,62.1,26.4,28.7,27.7,14.916,22.324,9.36
20070923,0,0.1,0.1,0.1,60.1,59.1,64.1,26.4,29.0,27.9,24.176,31.584,20.472
20070924,0,0.2,0.1,0.1,43.1,47.1,63.1,26.8,28.4,27.3,16.768,24.176,20.472
20070925,0,0.1,0.1,0.1,59.1,47.1,66.1,26.3,30.2,28.1,20.472,22.324,18.62
20070926,0,0.1,0.1,0.1,63.1,60.1,64.1,27.5,29.0,28.6,9.36,16.768,18.62
20070927,1,0.1,0.1,0.1,38.1,28.1,57.1,29.4,32.1,29.3,20.472,16.768,31.584
20070928,0,0.1,0.1,0.1,39.1,36.1,73.1,30.2,32.1,28.8,14.916,26.028,26.028
20070929,0,0.1,0.1,0.1,59.1,46.1,76.1,28.7,31.4,28.5,13.064,20.472,14.916
20070930,0,0.3,0.1,0.1,64.1,60.1,76.1,27.9,29.9,28.5,7.508,13.064,13.064
20071001,0,0.1,0.1,0.1,62.1,60.1,76.1,29.3,30.1,28.5,9.36,7.508,9.36
20071002,0,0.1,0.1,0.1,55.1,50.1,62.1,30.9,32.1,30.0,22.324,16.768,7.508
20071003,0,0.2,0.1,0.1,58.1,59.1,63.1,26.3,28.9,28.0,13.064,26.028,16.768
20071004,1,0.1,0.1,0.1,50.1,53.1,62.1,27.1,29.1,28.3,13.064,27.88,20.472
20071005,2,0.2,4.2,0.1,46.1,52.1,58.1,27.3,26.1,27.7,11.212,14.916,18.62
20071006,1,0.2,0.1,0.1,56.1,56.1,67.1,26.4,28.3,27.7,20.472,27.88,22.324
20071007,0,0.1,0.1,0.1,66.1,61.1,66.1,27.3,27.9,27.7,9.36,14.916,16.768
20071008,1,0.1,0.1,0.1,63.1,59.1,64.1,27.1,30.5,28.6,11.212,14.916,13.064
20071009,0,0.1,0.1,0.1,42.1,42.1,70.1,30.5,32.1,29.0,18.62,9.36,24.176
20071010,0,0.1,0.1,0.1,70.1,57.1,72.1,27.1,29.2,28.6,24.176,20.472,22.324
20071011,0,0.1,0.1,0.1,69.1,63.1,76.1,27.3,29.1,27.7,11.212,20.472,14.916
20071012,0,0.1,0.1,0.1,62.1,59.1,71.1,26.5,28.6,28.0,13.064,20.472,11.212
20071013,0,0.1,0.1,0.1,55.1,61.1,62.1,26.3,28.3,27.6,24.176,29.732,18.62
20071014,0,0.1,0.1,0.1,50.1,51.1,57.1,25.4,27.4,26.4,26.028,37.14,20.472
20071015,0,0.1,0.1,0.1,47.1,49.1,50.1,24.9,28.4,26.7,29.732,38.992,26.028
20071016,0,0.1,0.1,0.1,36.1,16.1,35.1,23.7,26.1,25.5,7.508,22.324,13.064
20071017,0,0.1,0.1,0.1,35.1,31.1,41.1,23.8,25.6,25.1,13.064,26.028,13.064
20071018,0,0.1,0.1,0.1,30.1,25.1,35.1,27.2,28.3,26.8,37.14,27.88,14.916
20071019,0,0.1,0.1,0.1,30.1,36.1,50.1,27.2,29.3,27.9,13.064,22.324,18.62
20071020,0,0.1,0.1,0.1,47.1,38.1,61.1,25.3,29.4,26.1,20.472,18.62,26.028
20071021,2,0.1,0.1,0.1,43.1,53.1,59.1,25.8,27.8,26.4,9.36,24.176,16.768
20071022,0,0.1,0.1,0.1,44.1,66.1,70.1,26.8,26.3,26.5,5.656,13.064,16.768
20071023,0,0.1,0.2,0.1,36.1,58.1,60.1,28.5,28.4,28.1,7.508,13.064,13.064
20071024,0,0.1,0.1,0.1,51.1,63.1,56.1,25.6,27.6,25.7,22.324,18.62,33.436
20071025,0,0.1,0.1,0.1,53.1,51.1,56.1,24.1,26.2,25.8,26.028,20.472,26.028
20071026,0,0.1,0.1,0.1,58.1,50.1,61.1,24.3,26.8,26.5,9.36,18.62,18.62
20071027,1,0.1,0.1,0.1,56.1,39.1,53.1,25.2,27.2,26.7,13.064,16.768,20.472
20071028,0,0.1,0.1,0.1,55.1,33.1,57.1,24.4,27.2,26.3,7.508,18.62,13.064
20071029,1,0.1,0.1,0.1,60.1,47.1,64.1,24.2,26.5,25.6,11.212,29.732,13.064
20071030,1,0.1,0.1,3.1,55.1,49.1,79.1,24.5,26.2,23.5,29.732,16.768,29.732
20071031,0,0.1,0.1,0.1,59.1,59.1,64.1,23.9,24.4,25.7,9.36,14.916,7.508
20071101,0,0.1,0.1,0.1,63.1,61.1,69.1,24.3,26.1,25.8,11.212,20.472,7.508
20071102,2,0.1,0.1,0.1,60.1,63.1,70.1,25.8,26.5,26.2,11.212,16.768,29.732
20071103,1,0.1,0.1,0.1,61.1,47.1,73.1,25.4,28.1,26.3,31.584,14.916,22.324
20071104,1,0.2,0.1,0.1,64.1,52.1,71.1,24.3,27.2,25.4,18.62,35.288,14.916
20071105,1,0.1,0.2,0.1,53.1,47.1,65.1,27.4,29.3,27.7,7.508,14.916,7.508
20071106,1,0.1,0.2,0.1,62.1,62.1,63.1,27.3,27.6,28.2,3.804,24.176,3.804
20071107,2,0.2,0.1,0.5,42.1,46.1,57.1,21.1,23.6,22.4,35.288,38.992,33.436
20071108,0,0.1,0.1,0.1,38.1,41.1,48.1,19.8,22.2,21.6,24.176,44.548,26.028
20071109,0,15.1,0.9,23.1,43.1,40.1,54.1,20.9,24.3,22.0,29.732,9.36,26.028
20071110,0,0.1,0.1,0.1,45.1,41.1,51.1,20.8,22.7,21.5,11.212,26.028,9.36
20071111,0,0.3,1.0,3.2,41.1,29.1,53.1,18.1,22.4,19.7,38.992,27.88,38.992
20071112,0,0.1,0.1,0.1,42.1,37.1,47.1,19.6,21.5,20.9,20.472,14.916,20.472
20071113,0,0.1,0.1,0.1,47.1,43.1,54.1,20.0,22.1,22.4,5.656,27.88,16.768
20071114,1,12.1,0.1,0.1,56.1,51.1,58.1,21.3,23.5,23.3,11.212,27.88,11.212
20071115,0,0.1,0.1,0.1,51.1,40.1,51.1,23.1,24.3,23.7,1.952,16.768,7.508
20071116,0,0.1,0.1,0.1,42.1,49.1,53.1,24.2,25.0,24.1,5.656,18.62,16.768
20071117,0,0.1,0.1,0.1,32.1,38.1,56.1,23.3,25.4,23.9,9.36,16.768,16.768
20071118,0,0.1,0.1,0.1,45.1,52.1,59.1,23.0,23.4,23.8,7.508,13.064,14.916
20071119,0,0.1,3.1,1.0,46.1,48.1,53.1,20.3,21.8,21.0,22.324,14.916,18.62
20071120,1,6.1,11.1,6.1,37.1,34.1,49.1,18.6,20.3,19.4,33.436,31.584,33.436
20071121,0,13.1,0.4,13.3,60.1,48.1,47.1,15.2,17.9,20.2,13.064,26.028,16.768
20071122,0,0.1,0.1,0.1,37.1,28.1,43.1,20.3,22.0,21.8,11.212,16.768,16.768
20071123,0,0.1,0.1,0.1,45.1,36.1,52.1,20.2,21.7,21.6,20.472,13.064,24.176
20071124,0,0.1,0.1,0.1,35.1,41.1,41.1,20.7,20.4,21.1,7.508,11.212,13.064
20071125,0,0.1,0.1,0.1,41.1,42.1,46.1,20.1,21.2,21.4,9.36,16.768,18.62
20071126,0,0.1,0.1,0.1,34.1,36.1,42.1,19.6,21.2,21.0,9.36,9.36,11.212
20071127,0,0.1,0.1,0.1,48.1,46.1,56.1,20.0,20.4,20.9,7.508,13.064,14.916
20071128,0,0.1,0.1,0.1,60.1,49.1,66.1,19.6,21.9,21.3,26.028,16.768,22.324
20071129,0,0.1,0.1,0.1,50.1,50.1,64.1,20.0,20.0,21.3,22.324,16.768,22.324
20071130,0,0.1,0.1,0.1,45.1,47.1,61.1,19.2,18.7,20.6,27.88,26.028,3.804
20071201,0,0.1,0.1,0.1,49.1,44.1,64.1,20.5,21.2,20.9,5.656,11.212,11.212
20071202,0,23.1,1.1,29.1,48.1,37.1,45.1,21.2,21.2,21.6,22.324,14.916,26.028
20071203,0,0.1,0.1,0.1,47.1,53.1,50.1,18.6,19.6,20.3,14.916,16.768,14.916
20071204,0,0.1,0.1,0.1,49.1,53.1,50.1,19.0,19.8,20.5,7.508,18.62,9.36
20071205,0,1.7,11.1,15.1,61.1,77.1,68.1,20.4,20.3,21.5,18.62,7.508,42.696
20071206,0,50.1,12.9,31.1,89.1,63.1,58.1,12.7,15.2,17.6,7.508,14.916,42.696
20071207,0,12.7,0.2,2.5,52.1,44.1,52.1,17.1,19.7,18.9,22.324,11.212,29.732
20071208,0,0.7,0.1,1.0,55.1,54.1,64.1,18.0,19.0,19.0,9.36,13.064,3.804
20071209,0,0.2,0.1,0.1,60.1,65.1,64.1,18.0,18.9,19.9,9.36,11.212,14.916
20071210,0,5.1,3.3,3.2,62.1,65.1,76.1,19.2,20.2,19.2,22.324,27.88,11.212
20071211,0,3.1,0.1,1.4,58.1,61.1,66.1,20.0,21.6,21.2,18.62,33.436,18.62
20071212,0,0.7,0.2,0.1,60.1,62.1,63.1,20.5,21.9,22.2,5.656,20.472,13.064
20071213,0,0.2,2.3,1.1,57.1,51.1,68.1,19.7,21.9,19.0,16.768,29.732,18.62
20071214,0,21.4,4.1,14.1,49.1,50.1,57.1,17.4,19.0,18.8,27.88,5.656,24.176
20071215,0,0.3,0.3,0.1,65.1,55.1,61.1,15.5,16.8,17.5,5.656,1.952,11.212
20071216,0,9.1,5.2,11.1,56.1,49.1,57.1,17.5,18.8,18.5,24.176,18.62,24.176
20071217,0,0.1,0.1,0.1,57.1,43.1,55.1,18.0,18.4,19.4,7.508,14.916,13.064
20071218,0,0.7,0.1,0.1,77.1,38.1,45.1,15.2,18.1,18.1,9.36,7.508,16.768
20071219,0,0.1,0.1,0.1,48.1,40.1,59.1,15.0,15.1,16.5,26.028,22.324,18.62
20071220,0,0.1,0.1,0.1,52.1,47.1,40.1,13.1,13.9,15.5,38.992,27.88,22.324
20071221,0,0.1,0.1,0.1,46.1,39.1,51.1,16.2,16.7,17.7,9.36,16.768,11.212
20071222,0,0.3,0.1,0.6,62.1,52.1,50.1,16.2,17.0,19.0,13.064,14.916,14.916
20071223,0,0.1,0.1,0.1,47.1,45.1,48.1,17.1,18.1,18.3,14.916,11.212,7.508
20071224,0,0.1,0.1,0.1,46.1,46.1,58.1,18.0,17.5,17.3,7.508,9.36,9.36
20071225,0,0.1,0.1,0.5,58.1,57.1,60.1,16.8,16.9,18.3,11.212,5.656,11.212
20071226,0,0.1,0.1,0.1,53.1,55.1,55.1,17.7,18.3,19.5,5.656,11.212,7.508
20071227,0,0.1,0.1,0.1,59.1,48.1,55.1,17.8,18.9,19.6,18.62,13.064,18.62
20071228,0,0.2,0.1,0.1,54.1,42.1,47.1,16.6,18.1,18.6,26.028,27.88,7.508
20071229,0,0.1,0.1,0.1,41.1,37.1,41.1,16.1,15.7,18.6,14.916,24.176,13.064
20071230,0,0.1,0.1,0.1,38.1,31.1,46.1,14.6,15.9,16.7,13.064,11.212,9.36
20071231,0,0.1,0.1,0.1,33.1,43.1,37.1,16.4,16.2,17.3,29.732,24.176,7.508
